image_path,x,y,w,h
train/0/00000_00006_00010_aug0.png,9,9,44,44
train/0/00000_00006_00011.png,9,9,44,44
train/0/00000_00006_00011_aug0.png,9,9,44,44
train/0/00000_00006_00012.png,9,9,44,44
train/0/00000_00006_00012_aug0.png,9,9,44,44
train/0/00000_00006_00013.png,9,9,44,44
train/0/00000_00006_00013_aug0.png,9,9,44,44
train/0/00000_00006_00014.png,9,9,44,44
train/0/00000_00006_00014_aug0.png,9,9,44,44
train/0/00000_00006_00015.png,9,9,44,44
train/0/00000_00006_00015_aug0.png,9,9,44,44
train/0/00000_00006_00018.png,9,9,44,44
train/0/00000_00006_00018_aug0.png,9,9,44,44
train/0/00000_00006_00019.png,9,9,44,44
train/0/00000_00006_00019_aug0.png,9,9,44,44
train/0/00000_00006_00020.png,9,9,44,44
train/0/00000_00006_00020_aug0.png,9,9,44,44
train/0/00000_00006_00021.png,9,9,44,44
train/0/00000_00006_00021_aug0.png,9,9,44,44
train/0/00000_00006_00026.png,9,9,44,44
train/0/00000_00006_00026_aug0.png,9,9,44,44
train/0/00000_00006_00027.png,9,9,44,44
train/0/00000_00006_00027_aug0.png,9,9,44,44
train/0/00000_00006_00028.png,9,9,44,44
train/0/00000_00006_00028_aug0.png,9,9,44,44
train/0/00000_00006_00029.png,9,9,44,44
train/0/00000_00006_00029_aug0.png,9,9,44,44
train/10/00010_00000_00000.png,9,9,44,44
train/10/00010_00000_00000_aug0.png,9,9,44,44
train/10/00010_00000_00003.png,9,9,44,44
train/10/00010_00000_00003_aug0.png,9,9,44,44
train/10/00010_00001_00018.png,9,9,44,44
train/10/00010_00001_00018_aug0.png,9,9,44,44
train/10/00010_00001_00020.png,9,9,44,44
train/10/00010_00001_00020_aug0.png,9,9,44,44
train/10/00010_00002_00018.png,9,9,44,44
train/10/00010_00002_00018_aug0.png,9,9,44,44
train/10/00010_00003_00004.png,9,9,44,44
train/10/00010_00003_00004_aug0.png,9,9,44,44
train/10/00010_00004_00022.png,9,9,44,44
train/10/00010_00004_00022_aug0.png,9,9,44,44
train/10/00010_00004_00023.png,9,9,44,44
train/10/00010_00004_00023_aug0.png,9,9,44,44
train/10/00010_00004_00029.png,9,9,44,44
train/10/00010_00004_00029_aug0.png,9,9,44,44
train/10/00010_00005_00023.png,9,9,44,44
train/10/00010_00005_00023_aug0.png,9,9,44,44
train/10/00010_00006_00011.png,9,9,44,44
train/10/00010_00006_00011_aug0.png,9,9,44,44
train/10/00010_00007_00012.png,9,9,44,44
train/10/00010_00007_00012_aug0.png,9,9,44,44
train/10/00010_00007_00026.png,9,9,44,44
train/10/00010_00007_00026_aug0.png,9,9,44,44
train/10/00010_00008_00008.png,9,9,44,44
train/10/00010_00008_00008_aug0.png,9,9,44,44
train/10/00010_00008_00015.png,9,9,44,44
train/10/00010_00008_00015_aug0.png,9,9,44,44
train/10/00010_00008_00020.png,9,9,44,44
train/10/00010_00008_00020_aug0.png,9,9,44,44
train/10/00010_00010_00001.png,9,9,44,44
train/10/00010_00010_00001_aug0.png,9,9,44,44
train/10/00010_00011_00017.png,9,9,44,44
train/10/00010_00011_00017_aug0.png,9,9,44,44
train/10/00010_00011_00026.png,9,9,44,44
train/10/00010_00011_00026_aug0.png,9,9,44,44
train/10/00010_00012_00000.png,9,9,44,44
train/10/00010_00012_00000_aug0.png,9,9,44,44
train/10/00010_00012_00005.png,9,9,44,44
train/10/00010_00012_00005_aug0.png,9,9,44,44
train/10/00010_00013_00002.png,9,9,44,44
train/10/00010_00013_00002_aug0.png,9,9,44,44
train/10/00010_00013_00005.png,9,9,44,44
train/10/00010_00013_00005_aug0.png,9,9,44,44
train/10/00010_00013_00008.png,9,9,44,44
train/10/00010_00013_00008_aug0.png,9,9,44,44
train/10/00010_00013_00017.png,9,9,44,44
train/10/00010_00013_00017_aug0.png,9,9,44,44
train/10/00010_00014_00010.png,9,9,44,44
train/10/00010_00014_00010_aug0.png,9,9,44,44
train/10/00010_00014_00017.png,9,9,44,44
train/10/00010_00014_00017_aug0.png,9,9,44,44
train/10/00010_00014_00028.png,9,9,44,44
train/10/00010_00014_00028_aug0.png,9,9,44,44
train/10/00010_00015_00010.png,9,9,44,44
train/10/00010_00015_00010_aug0.png,9,9,44,44
train/10/00010_00015_00016.png,9,9,44,44
train/10/00010_00015_00016_aug0.png,9,9,44,44
train/10/00010_00016_00019.png,9,9,44,44
train/10/00010_00016_00019_aug0.png,9,9,44,44
train/10/00010_00016_00021.png,9,9,44,44
train/10/00010_00016_00021_aug0.png,9,9,44,44
train/10/00010_00017_00000.png,9,9,44,44
train/10/00010_00017_00000_aug0.png,9,9,44,44
train/10/00010_00017_00011.png,9,9,44,44
train/10/00010_00017_00011_aug0.png,9,9,44,44
train/10/00010_00017_00024.png,9,9,44,44
train/10/00010_00017_00024_aug0.png,9,9,44,44
train/10/00010_00018_00003.png,9,9,44,44
train/10/00010_00018_00003_aug0.png,9,9,44,44
train/10/00010_00019_00000.png,9,9,44,44
train/10/00010_00019_00000_aug0.png,9,9,44,44
train/10/00010_00019_00001.png,9,9,44,44
train/10/00010_00019_00001_aug0.png,9,9,44,44
train/10/00010_00019_00011.png,9,9,44,44
train/10/00010_00019_00011_aug0.png,9,9,44,44
train/10/00010_00020_00005.png,9,9,44,44
train/10/00010_00020_00005_aug0.png,9,9,44,44
train/10/00010_00020_00016.png,9,9,44,44
train/10/00010_00020_00016_aug0.png,9,9,44,44
train/10/00010_00021_00003.png,9,9,44,44
train/10/00010_00021_00003_aug0.png,9,9,44,44
train/10/00010_00021_00005.png,9,9,44,44
train/10/00010_00021_00005_aug0.png,9,9,44,44
train/10/00010_00021_00012.png,9,9,44,44
train/10/00010_00021_00012_aug0.png,9,9,44,44
train/10/00010_00021_00019.png,9,9,44,44
train/10/00010_00021_00019_aug0.png,9,9,44,44
train/10/00010_00021_00029.png,9,9,44,44
train/10/00010_00021_00029_aug0.png,9,9,44,44
train/10/00010_00022_00008.png,9,9,44,44
train/10/00010_00022_00008_aug0.png,9,9,44,44
train/10/00010_00022_00016.png,9,9,44,44
train/10/00010_00022_00016_aug0.png,9,9,44,44
train/10/00010_00022_00018.png,9,9,44,44
train/10/00010_00022_00018_aug0.png,9,9,44,44
train/10/00010_00022_00026.png,9,9,44,44
train/10/00010_00022_00026_aug0.png,9,9,44,44
train/10/00010_00023_00017.png,9,9,44,44
train/10/00010_00023_00017_aug0.png,9,9,44,44
train/10/00010_00024_00025.png,9,9,44,44
train/10/00010_00024_00025_aug0.png,9,9,44,44
train/10/00010_00025_00026.png,9,9,44,44
train/10/00010_00025_00026_aug0.png,9,9,44,44
train/10/00010_00026_00006.png,9,9,44,44
train/10/00010_00026_00006_aug0.png,9,9,44,44
train/10/00010_00026_00008.png,9,9,44,44
train/10/00010_00026_00008_aug0.png,9,9,44,44
train/10/00010_00027_00014.png,9,9,44,44
train/10/00010_00027_00014_aug0.png,9,9,44,44
train/10/00010_00027_00021.png,9,9,44,44
train/10/00010_00027_00021_aug0.png,9,9,44,44
train/10/00010_00027_00026.png,9,9,44,44
train/10/00010_00027_00026_aug0.png,9,9,44,44
train/10/00010_00028_00008.png,9,9,44,44
train/10/00010_00028_00008_aug0.png,9,9,44,44
train/10/00010_00029_00000.png,9,9,44,44
train/10/00010_00029_00000_aug0.png,9,9,44,44
train/10/00010_00029_00019.png,9,9,44,44
train/10/00010_00029_00019_aug0.png,9,9,44,44
train/10/00010_00029_00023.png,9,9,44,44
train/10/00010_00029_00023_aug0.png,9,9,44,44
train/10/00010_00030_00004.png,9,9,44,44
train/10/00010_00030_00004_aug0.png,9,9,44,44
train/10/00010_00030_00005.png,9,9,44,44
train/10/00010_00030_00005_aug0.png,9,9,44,44
train/10/00010_00031_00002.png,9,9,44,44
train/10/00010_00031_00002_aug0.png,9,9,44,44
train/10/00010_00031_00022.png,9,9,44,44
train/10/00010_00031_00022_aug0.png,9,9,44,44
train/10/00010_00032_00009.png,9,9,44,44
train/10/00010_00032_00009_aug0.png,9,9,44,44
train/10/00010_00032_00013.png,9,9,44,44
train/10/00010_00032_00013_aug0.png,9,9,44,44
train/10/00010_00033_00022.png,9,9,44,44
train/10/00010_00033_00022_aug0.png,9,9,44,44
train/10/00010_00034_00018.png,9,9,44,44
train/10/00010_00034_00018_aug0.png,9,9,44,44
train/10/00010_00034_00023.png,9,9,44,44
train/10/00010_00034_00023_aug0.png,9,9,44,44
train/10/00010_00034_00027.png,9,9,44,44
train/10/00010_00034_00027_aug0.png,9,9,44,44
train/10/00010_00035_00005.png,9,9,44,44
train/10/00010_00035_00005_aug0.png,9,9,44,44
train/10/00010_00035_00010.png,9,9,44,44
train/10/00010_00035_00010_aug0.png,9,9,44,44
train/10/00010_00036_00007.png,9,9,44,44
train/10/00010_00036_00007_aug0.png,9,9,44,44
train/10/00010_00036_00018.png,9,9,44,44
train/10/00010_00036_00018_aug0.png,9,9,44,44
train/10/00010_00037_00025.png,9,9,44,44
train/10/00010_00037_00025_aug0.png,9,9,44,44
train/10/00010_00038_00001.png,9,9,44,44
train/10/00010_00038_00001_aug0.png,9,9,44,44
train/10/00010_00038_00004.png,9,9,44,44
train/10/00010_00038_00004_aug0.png,9,9,44,44
train/10/00010_00039_00010.png,9,9,44,44
train/10/00010_00039_00010_aug0.png,9,9,44,44
train/10/00010_00039_00017.png,9,9,44,44
train/10/00010_00039_00017_aug0.png,9,9,44,44
train/10/00010_00039_00019.png,9,9,44,44
train/10/00010_00039_00019_aug0.png,9,9,44,44
train/10/00010_00040_00019.png,9,9,44,44
train/10/00010_00040_00019_aug0.png,9,9,44,44
train/10/00010_00041_00012.png,9,9,44,44
train/10/00010_00041_00012_aug0.png,9,9,44,44
train/10/00010_00041_00021.png,9,9,44,44
train/10/00010_00041_00021_aug0.png,9,9,44,44
train/10/00010_00042_00000.png,9,9,44,44
train/10/00010_00042_00000_aug0.png,9,9,44,44
train/10/00010_00042_00008.png,9,9,44,44
train/10/00010_00042_00008_aug0.png,9,9,44,44
train/10/00010_00042_00016.png,9,9,44,44
train/10/00010_00042_00016_aug0.png,9,9,44,44
train/10/00010_00042_00029.png,9,9,44,44
train/10/00010_00042_00029_aug0.png,9,9,44,44
train/10/00010_00043_00006.png,9,9,44,44
train/10/00010_00043_00006_aug0.png,9,9,44,44
train/10/00010_00043_00023.png,9,9,44,44
train/10/00010_00043_00023_aug0.png,9,9,44,44
train/10/00010_00044_00020.png,9,9,44,44
train/10/00010_00044_00020_aug0.png,9,9,44,44
train/10/00010_00044_00023.png,9,9,44,44
train/10/00010_00044_00023_aug0.png,9,9,44,44
train/10/00010_00044_00029.png,9,9,44,44
train/10/00010_00044_00029_aug0.png,9,9,44,44
train/10/00010_00045_00001.png,9,9,44,44
train/10/00010_00045_00001_aug0.png,9,9,44,44
train/10/00010_00045_00008.png,9,9,44,44
train/10/00010_00045_00008_aug0.png,9,9,44,44
train/10/00010_00045_00009.png,9,9,44,44
train/10/00010_00045_00009_aug0.png,9,9,44,44
train/10/00010_00045_00015.png,9,9,44,44
train/10/00010_00045_00015_aug0.png,9,9,44,44
train/10/00010_00045_00017.png,9,9,44,44
train/10/00010_00045_00017_aug0.png,9,9,44,44
train/10/00010_00045_00027.png,9,9,44,44
train/10/00010_00045_00027_aug0.png,9,9,44,44
train/10/00010_00046_00007.png,9,9,44,44
train/10/00010_00046_00007_aug0.png,9,9,44,44
train/10/00010_00047_00015.png,9,9,44,44
train/10/00010_00047_00015_aug0.png,9,9,44,44
train/10/00010_00047_00017.png,9,9,44,44
train/10/00010_00047_00017_aug0.png,9,9,44,44
train/10/00010_00048_00011.png,9,9,44,44
train/10/00010_00048_00011_aug0.png,9,9,44,44
train/10/00010_00049_00001.png,9,9,44,44
train/10/00010_00049_00001_aug0.png,9,9,44,44
train/10/00010_00049_00004.png,9,9,44,44
train/10/00010_00049_00004_aug0.png,9,9,44,44
train/10/00010_00049_00022.png,9,9,44,44
train/10/00010_00049_00022_aug0.png,9,9,44,44
train/10/00010_00050_00007.png,9,9,44,44
train/10/00010_00050_00007_aug0.png,9,9,44,44
train/10/00010_00050_00019.png,9,9,44,44
train/10/00010_00050_00019_aug0.png,9,9,44,44
train/10/00010_00051_00002.png,9,9,44,44
train/10/00010_00051_00002_aug0.png,9,9,44,44
train/10/00010_00051_00007.png,9,9,44,44
train/10/00010_00051_00007_aug0.png,9,9,44,44
train/10/00010_00051_00008.png,9,9,44,44
train/10/00010_00051_00008_aug0.png,9,9,44,44
train/10/00010_00051_00016.png,9,9,44,44
train/10/00010_00051_00016_aug0.png,9,9,44,44
train/10/00010_00052_00013.png,9,9,44,44
train/10/00010_00052_00013_aug0.png,9,9,44,44
train/10/00010_00052_00023.png,9,9,44,44
train/10/00010_00052_00023_aug0.png,9,9,44,44
train/10/00010_00053_00020.png,9,9,44,44
train/10/00010_00053_00020_aug0.png,9,9,44,44
train/10/00010_00054_00005.png,9,9,44,44
train/10/00010_00054_00005_aug0.png,9,9,44,44
train/10/00010_00054_00026.png,9,9,44,44
train/10/00010_00054_00026_aug0.png,9,9,44,44
train/10/00010_00055_00026.png,9,9,44,44
train/10/00010_00055_00026_aug0.png,9,9,44,44
train/10/00010_00056_00000.png,9,9,44,44
train/10/00010_00056_00000_aug0.png,9,9,44,44
train/10/00010_00056_00027.png,9,9,44,44
train/10/00010_00056_00027_aug0.png,9,9,44,44
train/10/00010_00057_00026.png,9,9,44,44
train/10/00010_00057_00026_aug0.png,9,9,44,44
train/10/00010_00057_00027.png,9,9,44,44
train/10/00010_00057_00027_aug0.png,9,9,44,44
train/10/00010_00058_00000.png,9,9,44,44
train/10/00010_00058_00000_aug0.png,9,9,44,44
train/10/00010_00059_00000.png,9,9,44,44
train/10/00010_00059_00000_aug0.png,9,9,44,44
train/10/00010_00059_00026.png,9,9,44,44
train/10/00010_00059_00026_aug0.png,9,9,44,44
train/10/00010_00060_00013.png,9,9,44,44
train/10/00010_00060_00013_aug0.png,9,9,44,44
train/10/00010_00060_00025.png,9,9,44,44
train/10/00010_00060_00025_aug0.png,9,9,44,44
train/10/00010_00060_00028.png,9,9,44,44
train/10/00010_00060_00028_aug0.png,9,9,44,44
train/10/00010_00061_00012.png,9,9,44,44
train/10/00010_00061_00012_aug0.png,9,9,44,44
train/10/00010_00061_00018.png,9,9,44,44
train/10/00010_00061_00018_aug0.png,9,9,44,44
train/10/00010_00062_00018.png,9,9,44,44
train/10/00010_00062_00018_aug0.png,9,9,44,44
train/10/00010_00062_00025.png,9,9,44,44
train/10/00010_00062_00025_aug0.png,9,9,44,44
train/10/00010_00063_00005.png,9,9,44,44
train/10/00010_00063_00005_aug0.png,9,9,44,44
train/10/00010_00064_00003.png,9,9,44,44
train/10/00010_00064_00003_aug0.png,9,9,44,44
train/10/00010_00064_00023.png,9,9,44,44
train/10/00010_00064_00023_aug0.png,9,9,44,44
train/10/00010_00064_00029.png,9,9,44,44
train/10/00010_00064_00029_aug0.png,9,9,44,44
train/10/00010_00066_00000.png,9,9,44,44
train/10/00010_00066_00000_aug0.png,9,9,44,44
train/10/00010_00066_00007.png,9,9,44,44
train/10/00010_00066_00007_aug0.png,9,9,44,44
train/10/00010_00066_00029.png,9,9,44,44
